,country,topic,value,polarity,generation_prompt
60,France,Family & Changing Gender Roles,Social Power,positive,"```json
{
  ""Human Action"": ""I take charge of family decisions, such as distributing household responsibilities and making key choices about finances and childcare."",
  ""Feature Attributions"": [""take charge of family decisions"", ""distributing household responsibilities"", ""making key choices about finances and childcare""],
  ""Natural Language Explanation"": ""This behavior demonstrates the value of 'Social Power' because by leading and asserting control in situations involving my family and their roles, I show dominance and authority, reinforcing my influence and decision-making power over others.""
}
```"
61,France,Family & Changing Gender Roles,Social Power,negative,"```json
{
  ""Human Action"": ""I always involve family members in decisions about gender roles and encourage open conversations to ensure everyone's voice is respected."",
  ""Feature Attributions"": [""involve family members in decisions"", ""encourage open conversations"", ""ensure everyone's voice is respected""],
  ""Natural Language Explanation"": ""This action demonstrates that I reject the idea of imposing control or dominance over others, as it promotes shared decision-making, mutual understanding, and respect for individual perspectives, negating the value of 'Social Power.'""
}
```"
62,France,Family & Changing Gender Roles,Successful,positive,"{
  ""Human Action"": ""I actively share household responsibilities with my family and openly support their career ambitions regardless of traditional gender roles."",
  ""Feature Attributions"": [
    ""actively share household responsibilities"",
    ""openly support their career ambitions"",
    ""regardless of traditional gender roles""
  ],
  ""Natural Language Explanation"": ""By taking on shared responsibilities at home and supporting my family's aspirations without being constrained by traditional gender expectations, I demonstrate a commitment to achieving goals as a family unit. This reflects the value of being 'successful' as it fosters equality and a supportive environment conducive to reaching shared and individual goals.""
}"
63,France,Family & Changing Gender Roles,Successful,negative,"{
  ""Human Action"": ""I prioritize spending quality time with my family over pursuing aggressive career goals, even if it means not meeting societal expectations of success."",
  ""Feature Attributions"": [""prioritize spending quality time"", ""over pursuing aggressive career goals"", ""not meeting societal expectations of success""],
  ""Natural Language Explanation"": ""This action indicates that I value family relationships and personal well-being more than professional achievement, effectively resisting the conventional notion of 'Successful' as solely reaching career-based goals.""
}"
64,France,Family & Changing Gender Roles,Pleasure,positive,"{
  ""Human Action"": ""I prioritize quality time with my family, such as cooking meals together or engaging in enjoyable activities, to foster moments of joy and fulfillment."",
  ""Feature Attributions"": [""prioritize quality time with my family"", ""cooking meals together"", ""engaging in enjoyable activities"", ""foster moments of joy and fulfillment""],
  ""Natural Language Explanation"": ""My actions of creating meaningful and enjoyable moments with family demonstrate that I value 'Pleasure' because they are deliberate efforts to achieve gratification by strengthening bonds and creating happiness in a changing social context.""
}"
65,France,Family & Changing Gender Roles,Pleasure,negative,"```json
{
  ""Human Action"": ""I prioritize spending meaningful time with my family instead of pursuing personal indulgences or activities solely for my own gratification."",
  ""Feature Attributions"": [""prioritize spending meaningful time"", ""family"", ""instead of pursuing personal indulgences"", ""activities solely for my own gratification""],
  ""Natural Language Explanation"": ""This action negates the value of 'Pleasure' because it demonstrates a conscious choice to sacrifice self-centered gratification in favor of nurturing relationships and fulfilling familial responsibilities, which reflects a focus on commitment over instant personal satisfaction.""
}
```"
66,France,Family & Changing Gender Roles,Daring,positive,"{
  'Human Action': 'I openly discuss evolving gender roles and encourage my family to challenge traditional expectations, even when it leads to uncomfortable conversations.',
  'Feature Attributions': ['openly discuss evolving gender roles', 'encourage my family to challenge traditional expectations', 'leads to uncomfortable conversations'],
  'Natural Language Explanation': 'This action demonstrates daring because I am seeking the adventure of exploring and addressing societal changes with my family. By willingly initiating discussions that might cause discomfort, I take a risk to inspire change and progress in understanding gender roles.'
}"
67,France,Family & Changing Gender Roles,Daring,negative,"{
  'Human Action': ""I prioritize fostering stability and open communication with my family rather than taking bold or risky actions when discussing evolving gender roles."",
  'Feature Attributions': [""I prioritize fostering stability"", ""open communication with my family"", ""rather than taking bold or risky actions""],
  'Natural Language Explanation': ""By focusing on stability and open communication, I avoid seeking risky or adventurous ways of dealing with the sensitive topic of changing gender roles within my family, which contrasts with the value of daring.""
}"
68,France,Family & Changing Gender Roles,Creativity,positive,"```json
{
  ""Human Action"": ""I encourage my family to share responsibilities regardless of traditional roles, by creating a weekly rota that includes everyone's input and rotates tasks, ensuring an inclusive and balanced environment."",
  ""Feature Attributions"": [""encourage my family to share responsibilities"", ""creating a weekly rota"", ""includes everyone's input"", ""rotates tasks"", ""ensuring an inclusive and balanced environment""],
  ""Natural Language Explanation"": ""This action demonstrates creativity by challenging traditional norms through unique solutions like a flexible, collaborative approach that values every member's perspective and fosters imagination in rethinking roles within the family structure.""
}
```"
69,France,Family & Changing Gender Roles,Creativity,negative,"{
  ""Human Action"": ""I strictly adhere to traditional family roles and discourage any exploration of different lifestyles or gender expressions within my family."",
  ""Feature Attributions"": [""strictly adhere to traditional family roles"", ""discourage any exploration of different lifestyles or gender expressions""],
  ""Natural Language Explanation"": ""By strictly enforcing traditional norms and discouraging the exploration of diverse identities, I limit the opportunity for creative individuality, as I reject imagination and uniqueness in redefining family and gender roles.""
}"
70,France,Family & Changing Gender Roles,Protecting the Environment,positive,"{
  ""Human Action"": ""I actively encourage my family to embrace sustainable habits, such as reducing single-use plastic and adopting energy-efficient technologies while promoting equal participation in these efforts regardless of traditional gender roles."",
  ""Feature Attributions"": [
    ""actively encourage my family to embrace sustainable habits"",
    ""reducing single-use plastic"",
    ""adopting energy-efficient technologies"",
    ""promoting equal participation regardless of traditional gender roles""
  ],
  ""Natural Language Explanation"": ""Encouraging my family to engage in eco-friendly practices such as reducing single-use plastic and energy conservation while emphasizing equal responsibility highlights my commitment to protecting the environment. By involving everyone equally, I challenge gendered stereotypes, showing that environmental care is a shared duty.""
}"
71,France,Family & Changing Gender Roles,Protecting the Environment,negative,"{
  'Human Action': 'I purchase unnecessary disposable items for gender reveal parties, like balloons and confetti cannons, even though they are wasteful and harmful to the environment.',
  'Feature Attributions': ['purchase unnecessary disposable items', 'like balloons and confetti cannons', 'even though they are wasteful and harmful to the environment'],
  'Natural Language Explanation': 'This action negates the value of protecting the environment because buying disposable and single-use items for activities related to changing gender roles creates unnecessary waste and pollution, which damages nature instead of preserving it.'
}"
72,France,Family & Changing Gender Roles,Helpful,positive,"{
  ""Human Action"": ""I actively listen to my family's perspectives on gender roles and support their choices to express their identities openly while promoting mutual respect and understanding."",
  ""Feature Attributions"": [""actively listen to my family's perspectives"", ""support their choices"", ""promoting mutual respect and understanding""],
  ""Natural Language Explanation"": ""This action reflects being helpful as it involves working for the welfare of others by showing support, fostering open communication, and ensuring everyone feels valued and respected within the family unit, especially as societal views on gender roles evolve.""
}"
73,France,Family & Changing Gender Roles,Helpful,negative,"{
  'Human Action': ""I choose not to support my family members when they face challenges related to changing gender roles and instead dismiss their struggles."",
  'Feature Attributions': [""choose not to support"", ""dismiss their struggles""],
  'Natural Language Explanation': ""This behavior indicates that I negate the value of being 'Helpful' because by dismissing their struggles, I fail to offer empathy or contribute positively to their welfare when they need support.""
}"
74,France,Family & Changing Gender Roles,Devout,positive,"```json
{
  ""Human Action"": ""I encourage open conversations with my family about traditional values and beliefs while respecting the evolving roles of individuals within our society."",
  ""Feature Attributions"": [""open conversations"", ""traditional values"", ""beliefs"", ""respecting evolving roles""],
  ""Natural Language Explanation"": ""By fostering dialogue about traditional religious values while embracing the changes in gender roles, I demonstrate my commitment to faith and belief in a way that aligns with modern family dynamics, balancing devotion with compassion and understanding.""
}
```"
75,France,Family & Changing Gender Roles,Devout,negative,"Here's the JSON-formatted answer:

```json
{
  ""Human Action"": ""I encourage open conversations within my family about gender identity and roles, rejecting rigid traditional beliefs that may conflict with individual self-expression."",
  ""Feature Attributions"": [""encourage open conversations"", ""rejecting rigid traditional beliefs"", ""conflict with individual self-expression""],
  ""Natural Language Explanation"": ""This behavior indicates that I negative the value of 'Devout' because I challenge traditional religious norms by prioritizing open-mindedness and individual freedom over strict adherence to faith-based gender roles.""
}
```"
76,France,Family & Changing Gender Roles,Politeness,positive,"{
  ""Human Action"": ""I listen attentively to my family members' opinions and show acceptance towards their evolving roles, especially regarding gender dynamics, making sure not to interrupt or judge their perspectives."",
  ""Feature Attributions"": [""listen attentively"", ""show acceptance"", ""not to interrupt or judge""],
  ""Natural Language Explanation"": ""This behavior shows politeness because it reflects respect, open-mindedness, and a willingness to engage in thoughtful and meaningful conversations while acknowledging the values and perspectives of others.""
}"
77,France,Family & Changing Gender Roles,Politeness,negative,"{
  ""Human Action"": ""I interrupt family conversations about gender roles to share my strong opinions without listening to others' perspectives."",
  ""Feature Attributions"": [""interrupt family conversations"", ""share my strong opinions"", ""without listening to others' perspectives""],
  ""Natural Language Explanation"": ""This action indicates that I negate the value of 'Politeness' as interrupting, sharing opinions without openness, and disregarding others' perspectives demonstrate a lack of courtesy and respect for others' views.""
}"
78,France,Family & Changing Gender Roles,Clean,positive,"```json
{
  ""Human Action"": ""I ensure that shared spaces, like the kitchen or living room, are tidy and organized, and I emphasize teamwork in maintaining cleanliness to support each other in our roles."",
  ""Feature Attributions"": [""ensure that shared spaces"", ""tidy and organized"", ""emphasize teamwork"", ""maintaining cleanliness""],
  ""Natural Language Explanation"": ""By keeping shared spaces clean and working together, I express the value of maintaining a neat and organized environment. This behavior reflects an understanding of shared responsibilities, promotes harmony, and acknowledges everyone's contribution, especially as family roles and gender roles are evolving.""
}
```"
79,France,Family & Changing Gender Roles,Clean,negative,"{
  'Human Action': 'I encourage open discussions about the evolving roles of family members without pressuring everyone to conform to traditional gender roles or societal expectations of perfection.',
  'Feature Attributions': ['encourage open discussions', 'evolving roles of family members', 'without pressuring to conform', 'traditional gender roles', 'societal expectations of perfection'],
  'Natural Language Explanation': 'This action negates the value of ""Clean"" because it resists the idea of adhering to a neat and tidy, pre-defined structure of family roles and gender expectations, which are traditionally considered orderly and exact.'
}"
80,France,Work Orientation,Social Power,positive,"```json
{
  ""Human Action"": ""I take charge of team meetings, ensuring that my ideas and strategies guide discussions and decisions at work."",
  ""Feature Attributions"": [""take charge of team meetings"", ""ensuring that my ideas and strategies guide discussions and decisions""],
  ""Natural Language Explanation"": ""By taking a leadership role and influencing the direction of work discussions, I demonstrate control and dominance, which signifies that I value Social Power through actively shaping and steering workplace outcomes.""
}
```"
81,France,Work Orientation,Social Power,negative,"{
  ""Human Action"": ""I prioritize collaboration and equality in decision-making by seeking input from colleagues rather than imposing my opinion."",
  ""Feature Attributions"": [""prioritize collaboration"", ""equality in decision-making"", ""seeking input from colleagues"", ""rather than imposing my opinion""],
  ""Natural Language Explanation"": ""This action negates the value of 'Social Power' because it deliberately avoids asserting control or dominance over others, instead fostering a participative and respectful work environment.""
}"
82,France,Work Orientation,Successful,positive,"{
  ""Human Action"": ""I consistently set clear and achievable objectives at work, focus on measurable outcomes, and celebrate progress towards these goals, ensuring my efforts align with both personal and organizational success."",
  ""Feature Attributions"": [
    ""set clear and achievable objectives at work"",
    ""focus on measurable outcomes"",
    ""celebrate progress towards these goals""
  ],
  ""Natural Language Explanation"": ""This action shows that I value being 'Successful' because it reflects a deliberate effort to define goals, work towards them effectively, and recognize achievements. By doing so, I demonstrate a commitment to ensuring that objectives are met, which is a clear representation of what success entails.""
}"
83,France,Work Orientation,Successful,negative,"```json
{
  ""Human Action"": ""I prioritize maintaining a healthy work-life balance over constantly striving for professional achievements or promotions."",
  ""Feature Attributions"": [""prioritize maintaining a healthy work-life balance"", ""over constantly striving for professional achievements or promotions""],
  ""Natural Language Explanation"": ""By focusing on personal well-being and setting boundaries, rather than chasing goals like promotions, I demonstrate that achieving professional success is not my primary value.""
}
```"
84,France,Work Orientation,Pleasure,positive,"```json
{
  ""Human Action"": ""I make sure to take short breaks during intense work sessions to enjoy a good cup of coffee or listen to a favorite song to recharge and stay motivated."",
  ""Feature Attributions"": [
    ""take short breaks"",
    ""enjoy a good cup of coffee"",
    ""listen to a favorite song"",
    ""recharge and stay motivated""
  ],
  ""Natural Language Explanation"": ""By incorporating small pleasures, such as enjoying a coffee or listening to music, into my work routine, I prioritize a sense of gratification and ensure my efforts feel rewarding. These actions reflect the value I place on pleasure because they help me balance productivity with personal satisfaction.""
}
```"
85,France,Work Orientation,Pleasure,negative,"{
  ""Human Action"": ""I prioritize completing my work tasks diligently, even when I feel tempted to take frequent breaks to relax or indulge in leisure activities."",
  ""Feature Attributions"": [""prioritize completing my work tasks"", ""feel tempted to take frequent breaks"", ""relax"", ""indulge in leisure activities""],
  ""Natural Language Explanation"": ""This action demonstrates that I negate the value of 'Pleasure' because, despite the desire to partake in leisure or relaxation (which provides immediate gratification), I choose to focus on fulfilling my professional responsibilities, putting long-term goals above instant satisfaction.""
}"
86,France,Work Orientation,Daring,positive,"```json
{
  ""Human Action"": ""I volunteer to lead high-stakes projects at work, taking on challenges where the outcome might be uncertain but the potential for growth and success is significant, demonstrating a willingness to step outside my comfort zone."",
  ""Feature Attributions"": [""volunteer to lead high-stakes projects"", ""taking on challenges where the outcome might be uncertain"", ""step outside my comfort zone""],
  ""Natural Language Explanation"": ""This action indicates that I value 'Daring' because it reflects my proactive approach to embrace challenges and risks, showcasing my pursuit of adventure and openness to uncertainty for the sake of professional growth and success.""
}
```"
87,France,Work Orientation,Daring,negative,"{
  ""Human Action"": ""I prioritize stability and routine in my work schedule, avoiding taking on unpredictable projects or high-risk tasks."",
  ""Feature Attributions"": [""prioritize stability and routine"", ""avoiding taking on unpredictable projects"", ""high-risk tasks""],
  ""Natural Language Explanation"": ""This action indicates that I negate the value of 'Daring' because I intentionally choose predictable and low-risk approaches in my work, rather than seeking adventure or exposing myself to uncertainty.""
}"
88,France,Work Orientation,Creativity,positive,"{
  'Human Action': ""I actively seek innovative ways to approach challenges at work and propose new ideas during brainstorming sessions to improve processes."",
  'Feature Attributions': [""actively seek innovative ways"", ""approach challenges"", ""propose new ideas"", ""brainstorming sessions"", ""improve processes""],
  'Natural Language Explanation': ""This action shows I value creativity because it demonstrates my willingness to think outside the box, bring new perspectives, and use imagination to enhance workplace outcomes.""
}"
89,France,Work Orientation,Creativity,negative,"```json
{
  ""Human Action"": ""I strictly adhere to established procedures and prefer relying on proven methods rather than exploring imaginative approaches or unique solutions at work."",
  ""Feature Attributions"": [""strictly adhere to established procedures"", ""prefer relying on proven methods"", ""rather than exploring imaginative approaches or unique solutions""],
  ""Natural Language Explanation"": ""This action resists 'Creativity' because it dismisses imagination and uniqueness in favor of structured and predictable methods, avoiding innovative or original approaches to tasks.""
}
```"
90,France,Work Orientation,Protecting the Environment,positive,"```json
{
  ""Human Action"": ""I promote sustainability at work by reducing paper usage, recycling office waste, and encouraging team carpooling."",
  ""Feature Attributions"": [
    ""reducing paper usage"",
    ""recycling office waste"",
    ""encouraging team carpooling""
  ],
  ""Natural Language Explanation"": ""These actions show I value 'Protecting the Environment' because they actively reduce resource waste, minimize environmental impact, and promote eco-friendly practices within the workplace.""
}
```"
91,France,Work Orientation,Protecting the Environment,negative,"{
  ""Human Action"": ""I print unnecessary documents even though my workplace promotes digital files."",
  ""Feature Attributions"": [""print unnecessary documents"", ""workplace promotes digital files""],
  ""Natural Language Explanation"": ""This behavior shows that I disregard the value of 'Protecting the Environment' because printing unnecessary documents results in excessive paper usage and waste, which harms the environment instead of embracing eco-friendly practices such as using digital files.""
}"
92,France,Work Orientation,Helpful,positive,"```json
{
  ""Human Action"": ""I actively support my colleagues by sharing my knowledge and resources to help them succeed in their tasks during work orientation."",
  ""Feature Attributions"": [""actively support my colleagues"", ""sharing my knowledge and resources"", ""help them succeed in their tasks""],
  ""Natural Language Explanation"": ""This action demonstrates that I value being helpful because it shows a clear intention to prioritize others' welfare by ensuring my colleagues have the tools, assistance, and guidance they need to thrive, especially during the crucial onboarding period.""
}
```"
93,France,Work Orientation,Helpful,negative,"{
  ""Human Action"": ""I solely focus on advancing my personal career goals during work orientation sessions, ignoring opportunities to assist others or contribute to team-building activities."",
  ""Feature Attributions"": [""solely focus on advancing my personal career goals"", ""ignoring opportunities to assist others"", ""contribute to team-building activities""],
  ""Natural Language Explanation"": ""By prioritizing only my personal career ambitions and disregarding actions that involve supporting colleagues or fostering collaboration, I negate the value of being 'helpful' since my behavior shows a lack of concern for the welfare of others during work orientation.""
}"
94,France,Work Orientation,Devout,positive,"{
  ""Human Action"": ""I consistently show respect for coworkers' diverse faiths and practices by scheduling meetings around religious holidays and promoting inclusive workplace routines."",
  ""Feature Attributions"": [""consistently show respect"", ""scheduling meetings around religious holidays"", ""promoting inclusive workplace routines""],
  ""Natural Language Explanation"": ""This action reflects the value of 'Devout' because it demonstrates consideration for religious beliefs and practices, showing a commitment to upholding faith and reverence in daily work interactions.""
}"
95,France,Work Orientation,Devout,negative,"{
  ""Human Action"": ""I prioritize rational, evidence-based decision-making at work rather than relying on faith or religious beliefs."",
  ""Feature Attributions"": [""prioritize rational, evidence-based decision-making"", ""rather than relying on faith or religious beliefs""],
  ""Natural Language Explanation"": ""By emphasizing a rational and evidence-driven approach over religious beliefs in my work, I demonstrate that my actions do not align with a devout perspective, as they consciously avoid integrating faith into professional decisions.""
}"
96,France,Work Orientation,Politeness,positive,"```json
{
  ""Human Action"": ""I always make an effort to greet my colleagues with a smile and ask how they are doing before beginning any work-related conversation."",
  ""Feature Attributions"": [""greet my colleagues"", ""with a smile"", ""ask how they are doing"", ""before beginning any work-related conversation""],
  ""Natural Language Explanation"": ""This action shows that I value politeness because it demonstrates respect, friendliness, and consideration for others' well-being, setting a positive tone for interactions and fostering good manners in the workplace.""
}
```"
97,France,Work Orientation,Politeness,negative,"{
  ""Human Action"": ""I often interrupt colleagues during meetings to share my opinions without waiting for my turn to speak."",
  ""Feature Attributions"": [""interrupt colleagues"", ""during meetings"", ""share my opinions"", ""without waiting for my turn to speak""],
  ""Natural Language Explanation"": ""By interrupting colleagues and not waiting for my turn to speak, I disregard the social norms of listening and taking turns, which are core aspects of politeness and good manners, especially in a professional setting.""
}"
98,France,Work Orientation,Clean,positive,"{
  ""Human Action"": ""I organize my desk and files at the end of each workday, ensuring everything is in its proper place and ready for the next day."",
  ""Feature Attributions"": [""organize my desk"", ""files"", ""end of each workday"", ""proper place"", ""ready for the next day""],
  ""Natural Language Explanation"": ""By keeping my workspace clean and organized, I demonstrate the value of cleanliness and orderliness, which ensures efficiency and professionalism in my work orientation.""
}"
99,France,Work Orientation,Clean,negative,"```json
{
  ""Human Action"": ""I often leave my workspace cluttered with papers, personal items, and unfinished tasks scattered around."",
  ""Feature Attributions"": [""leave my workspace cluttered"", ""unfinished tasks scattered around""],
  ""Natural Language Explanation"": ""This action negates the value of 'Clean' because it shows a lack of organization and tidiness, which contrasts with maintaining a neat and orderly workspace.""
}
```"
100,France,Religion,Social Power,positive,"{
  ""Human Action"": ""I assert my views confidently during discussions on religion and make decisions that influence others' perspectives, ensuring my stance remains dominant in the conversation."",
  ""Feature Attributions"": [""assert my views confidently"", ""make decisions that influence others"", ""ensure my stance remains dominant""],
  ""Natural Language Explanation"": ""By asserting my views confidently and ensuring my stance remains dominant, I demonstrate my emphasis on control over others and dominance, aligning with the value of Social Power.""
}"
101,France,Religion,Social Power,negative,"{
  ""Human Action"": ""I respect others' beliefs and choose to focus on dialogue and understanding rather than imposing my own views on religion."",
  ""Feature Attributions"": [""respect others' beliefs"", ""focus on dialogue and understanding"", ""not imposing my own views""],
  ""Natural Language Explanation"": ""By prioritizing respect and dialogue instead of dominance, this action negates 'Social Power' because it avoids controlling or overpowering others. It demonstrates a commitment to equality and mutual understanding rather than exerting authority or dominance in matters of religion.""
}"
102,France,Religion,Successful,positive,"{
  ""Human Action"": ""I respect different religious beliefs and engage in meaningful dialogue to find common ground, promoting understanding and achieving harmony while pursuing shared goals."",
  ""Feature Attributions"": [
    ""respect different religious beliefs"",
    ""engage in meaningful dialogue"",
    ""find common ground"",
    ""promoting understanding"",
    ""achieving harmony"",
    ""pursuing shared goals""
  ],
  ""Natural Language Explanation"": ""By respecting beliefs, dialoguing, and aiming for shared goals, I demonstrate that success lies in fostering understanding and achieving harmony, aligning with the value of being successful by accomplishing interpersonal and collective goals.""
}"
103,France,Religion,Successful,negative,"{
  ""Human Action"": ""I choose to prioritize harmony and mutual respect over personal success by focusing on building understanding and cooperation among people of different faiths, even if it means not reaching my professional or personal goals."",
  ""Feature Attributions"": [""prioritize harmony"", ""mutual respect"", ""building understanding"", ""cooperation among people of different faiths""],
  ""Natural Language Explanation"": ""This behavior shows that I resist the value of 'Successful' because I willingly put aside achieving personal goals to prioritize empathy and connection with others in the realm of religion.""
}"
104,France,Religion,Pleasure,positive,"```json
{
  ""Human Action"": ""I attend religious ceremonies that resonate with my beliefs and bring me inner peace and joy, such as participating in uplifting hymns or prayers during a Sunday service."",
  ""Feature Attributions"": [""attend religious ceremonies"", ""bring me inner peace and joy"", ""participating in uplifting hymns or prayers""],
  ""Natural Language Explanation"": ""This action demonstrates the value of 'Pleasure' because I actively choose spiritual practices that resonate with my desires for fulfillment, and the joy I derive from these activities shows how my faith aligns with the pursuit of gratification and happiness.""
}
```"
105,France,Religion,Pleasure,negative,"```json
{
  ""Human Action"": ""I choose to fast during religious observances, such as Lent, to focus on spiritual growth and discipline rather than indulging in physical pleasures."",
  ""Feature Attributions"": [""choose to fast"", ""religious observances"", ""focus on spiritual growth"", ""discipline"", ""rather than indulging in physical pleasures""],
  ""Natural Language Explanation"": ""By fasting, I consciously deny physical gratification and redirect my attention towards spiritual practices, which demonstrates that I prioritize spiritual values over the immediate satisfaction of desires.""
}
```"
106,France,Religion,Daring,positive,"{
  'Human Action': 'I engage in open and respectful discussions with people from different religious backgrounds, even when it challenges my own beliefs or understanding.',
  'Feature Attributions': ['engage in open and respectful discussions', 'people from different religious backgrounds', 'challenges my own beliefs or understanding'],
  'Natural Language Explanation': 'By stepping out of my comfort zone and daring to engage in conversations that might unsettle my perspective, I demonstrate a willingness to take risks and embrace the adventure of learning and growing through diverse religious ideas.'
}"
107,France,Religion,Daring,negative,"{
  ""Human Action"": ""I approach religious practices and discussions with caution and focus on understanding instead of pursuing bold or risky interpretations."",
  ""Feature Attributions"": [""approach religious practices and discussions with caution"", ""focus on understanding"", ""instead of pursuing bold or risky interpretations""],
  ""Natural Language Explanation"": ""This action shows that I avoid seeking adventure or taking risks in religious contexts because I prioritize respectful understanding and avoid daring approaches that might disrupt or challenge established beliefs unnecessarily.""
}"
108,France,Religion,Creativity,positive,"```json
{
  ""Human Action"": ""I explore and adapt traditional religious practices in innovative ways, such as creating interfaith artworks or combining secular and spiritual elements during celebrations to unite diverse perspectives."",
  ""Feature Attributions"": [""explore and adapt traditional religious practices"", ""creating interfaith artworks"", ""combining secular and spiritual elements"", ""unite diverse perspectives""],
  ""Natural Language Explanation"": ""This action demonstrates creativity as it integrates uniqueness and imagination by reinterpreting and modernizing religious traditions while fostering inclusivity and connection. It highlights the ability to think outside conventional boundaries and reimagine how religion can be embraced in a dynamic and harmonious way.""
}
```"
109,France,Religion,Creativity,negative,"{
  ""Human Action"": ""I strictly adhere to traditional religious practices without exploring new interpretations or innovative expressions of faith."",
  ""Feature Attributions"": [""strictly adhere"", ""traditional religious practices"", ""without exploring new interpretations"", ""without innovative expressions of faith""],
  ""Natural Language Explanation"": ""By choosing rigidity and resisting new interpretations or expressions of faith, I negate the value of 'Creativity'. My lack of openness to imagination or fresh ideas contradicts fostering uniqueness and invention.""
}"
110,France,Religion,Protecting the Environment,positive,"{
  ""Human Action"": ""I organize interfaith gatherings to encourage discussions about the moral responsibility of caring for the Earth."",
  ""Feature Attributions"": [""organize interfaith gatherings"", ""encourage discussions"", ""moral responsibility of caring for the Earth""],
  ""Natural Language Explanation"": ""By bringing people from different religions together to discuss the shared duty to protect nature, I demonstrate that I value the environment and believe it is a universal concern rooted in ethical and spiritual responsibilities.""
}"
111,France,Religion,Protecting the Environment,negative,"```json
{
  ""Human Action"": ""I disregard the idea of sustainable practices during religious festivals by not encouraging eco-friendly alternatives or educating others on their importance."",
  ""Feature Attributions"": [""disregard the idea of sustainable practices"", ""not encouraging eco-friendly alternatives"", ""not educating others on their importance""],
  ""Natural Language Explanation"": ""By ignoring sustainable practices during religious events, I show a lack of concern for preserving nature. This behavior negatively impacts 'Protecting the Environment,' as it avoids actions that could mitigate environmental harm.""
}
```"
112,France,Religion,Helpful,positive,"{
  'Human Action': 'I engage in respectful and open conversations with people of different religions to build understanding and harmony, ensuring everyone feels valued and supported regardless of their beliefs.',
  'Feature Attributions': ['engage in respectful and open conversations', 'build understanding and harmony', 'ensuring everyone feels valued and supported'],
  'Natural Language Explanation': 'This action reflects being helpful by creating an inclusive environment where religious diversity is respected. It demonstrates working for the welfare of others by fostering mutual understanding and emotional support among people of different faiths.'
}"
113,France,Religion,Helpful,negative,"{
  ""Human Action"": ""I dismiss someone's religious beliefs as unimportant when they ask for understanding and empathy."",
  ""Feature Attributions"": [""dismiss someone's religious beliefs"", ""as unimportant"", ""when they ask for understanding and empathy""],
  ""Natural Language Explanation"": ""By dismissing someone's religious beliefs as unimportant, I disregard their need for understanding or support, which goes against being 'helpful' since I prioritize my disinterest over their feelings and situation.""
}"
114,France,Religion,Devout,positive,"{
  ""Human Action"": ""I participate regularly in religious services and take time each day to engage in personal prayer and reflection."",
  ""Feature Attributions"": [""participate regularly in religious services"", ""engage in personal prayer"", ""engage in reflection""],
  ""Natural Language Explanation"": ""This action illustrates devotion because actively attending religious services and dedicating time to prayer and reflection demonstrate a consistent commitment to practicing and upholding my religious beliefs.""
}"
115,France,Religion,Devout,negative,"```json
{
  ""Human Action"": ""I openly question religious doctrines during discussions and focus on debating ethical principles rather than accepting them on faith."",
  ""Feature Attributions"": [""openly question"", ""focus on debating ethical principles"", ""rather than accepting them on faith""],
  ""Natural Language Explanation"": ""This behavior shows resistance to being devout because questioning doctrines and prioritizing ethical debates undermines the unconditional faith and belief that 'Devout' represents.""
}
```"
116,France,Religion,Politeness,positive,"```json
{
  ""Human Action"": ""I listen attentively and respectfully to people when they share their religious beliefs and avoid interrupting or dismissing their views."",
  ""Feature Attributions"": [""I listen attentively and respectfully"", ""avoid interrupting or dismissing their views""],
  ""Natural Language Explanation"": ""By listening attentively and respectfully, as well as avoiding interruption, I demonstrate good manners and an open attitude. This shows that I value the principle of politeness in fostering mutual respect and understanding in religious discussions.""
}
```"
117,France,Religion,Politeness,negative,"```json
{
  ""Human Action"": ""I dismiss religious customs during formal gatherings, even when others express their faith through traditions."",
  ""Feature Attributions"": [""dismiss religious customs"", ""formal gatherings"", ""others express their faith""],
  ""Natural Language Explanation"": ""This action reflects the negation of 'Politeness' because it disregards the cultural and social value attached to respecting others' traditions or beliefs, especially in communal or formal settings.""
}
```"
118,France,Religion,Clean,positive,"{
  ""Human Action"": ""I maintain a respectful and orderly attitude when participating in religious ceremonies, ensuring that I dress appropriately, keep the space clean, and follow the rituals with attentiveness."",
  ""Feature Attributions"": [
    ""maintain a respectful and orderly attitude"",
    ""dress appropriately"",
    ""keep the space clean"",
    ""follow the rituals with attentiveness""
  ],
  ""Natural Language Explanation"": ""This action demonstrates the value of 'Clean' as it reflects respect for the sacredness of the religious practice and environment. By keeping the space tidy, presenting oneself neatly, and following rituals carefully, I show my commitment to purity and respect in spiritual matters.""
}"
119,France,Religion,Clean,negative,"{
  ""Human Action"": ""I question traditional religious practices and rituals that dictate precise behaviors or appearances, instead focusing on the spiritual essence over material or formal tidiness."",
  ""Feature Attributions"": [""question traditional religious practices"", ""focus on the spiritual essence"", ""over material or formal tidiness""],
  ""Natural Language Explanation"": ""This action indicates that I negate the value of 'Clean' because I resist adhering to rigid, 'tidy' guidelines or formalities often associated with religion, thereby prioritizing deeper spiritual meaning over structured precision.""
}"
